-1,3.37,22,0.2,10.2,0.9962,0.044,0.27,0.37,179,14.95,5.8
-1,3.19,21,0.43,12.8,0.9905,0.08,0.28,0.42,123,1.7,7.3
-1,3.24,25,0.23,10,0.9934,0.051,0.39,0.35,149,5.4,6.5
1,3.13,38,0.32,11.2,0.9906,0.053,0.33,0.28,138,1.2,7
-1,3.21,45,0.39,8.6,0.9999,0.057,0.24,0.36,149,17.95,7.3
-1,3.21,45,0.39,8.6,0.9999,0.057,0.24,0.36,149,17.95,7.3
1,3.11,63,0.39,9.4,0.9937,0.172,0.23,0.36,158,2.5,6.7
1,3.1,63,0.39,9.4,0.9937,0.173,0.24,0.34,157,2.9,6.7
1,3.13,28,0.26,9.8,0.9954,0.069,0.31,0.46,160,7.4,7
1,3.22,33,0.27,9.5,0.9934,0.057,0.24,0.56,152,1.4,6.6
1,3.24,33,0.26,9.5,0.9934,0.06,0.23,0.56,154,1.4,6.7
1,3.16,38,0.31,10,0.9931,0.058,0.18,0.53,167,1.4,7.4
-1,3.27,63,0.26,9.8,0.994,0.063,0.45,0.52,206,4.4,6.2
-1,3.25,62,0.25,9.8,0.9939,0.066,0.46,0.52,207,4.4,6.2
1,3.13,28,0.26,9.8,0.9954,0.069,0.31,0.46,160,7.4,7
-1,3.36,32,0.35,9.8,0.995,0.067,0.19,0.48,150,5,6.9
1,3.35,31,0.31,11.7,0.9917,0.062,0.19,0.44,173,1.6,7.2
1,3.34,39,0.29,11,0.9914,0.068,0.25,0.58,124,1.1,6.6
1,3.32,21,0.33,10.9,0.991,0.057,0.16,0.46,82,1.1,6.2
1,3.31,39,0.35,10.9,0.9911,0.045,0.18,0.35,108,1,6.4
1,3.05,38,0.59,9.1,0.993,0.147,0.2,0.38,132,0.9,6.8
1,3.13,29,0.35,11,0.9908,0.039,0.25,0.52,191,1.3,6.9
1,3.09,37,0.34,9.6,0.9962,0.043,0.21,0.5,213,11.9,7.2
1,3.3,50,0.26,8.9,0.9972,0.048,0.19,0.36,147,12.4,6
1,3.11,25,0.15,10.2,0.9931,0.044,0.38,0.38,78,4.6,6.6
1,3.36,44,0.36,9.9,0.9926,0.038,0.2,0.34,111,1.2,7.4
1,3.03,30,0.24,8.6,0.9951,0.092,0.22,0.46,123,4.9,6.8
1,3.3,50,0.26,8.9,0.9972,0.048,0.19,0.36,147,12.4,6
-1,3.02,17,0.07,10.5,0.991,0.035,0.47,0.34,151,1.1,7
1,3.11,25,0.15,10.2,0.9931,0.044,0.38,0.38,78,4.6,6.6
1,3.15,31,0.27,10.3,0.9927,0.038,0.24,0.46,122,1.4,7.2
-1,3.22,29,0.03,9.1,0.9934,0.064,0.35,0.54,120,1.2,6.2
1,3.22,27,0.24,12.6,0.9903,0.04,0.26,0.49,124,6.4,6.4
-1,3.14,81,0.13,9.8,0.992,0.041,0.25,0.42,174,1.2,6.7
1,3.33,30,0.31,10.7,0.9926,0.046,0.23,0.64,96,2.1,6.7
-1,3.13,21,0.29,9.5,0.9962,0.05,0.24,0.35,105,10.1,7.4
1,3.1,48,0.43,9,0.9956,0.056,0.27,0.51,244,7.8,6.2
-1,3.32,50.5,0.23,9.5,0.9958,0.061,0.3,0.6,238.5,4.6,6.8
-1,3.69,31,0.28,10,0.9964,0.063,0.27,0.71,201,4.8,6
1,2.95,9,0.46,9.1,0.9941,0.054,0.23,0.49,72,1,8.6
1,3.33,30,0.31,10.7,0.9926,0.046,0.23,0.64,96,2.1,6.7
-1,3.13,21,0.29,9.5,0.9962,0.05,0.24,0.35,105,10.1,7.4
1,3.26,31,0.36,12.7,0.9898,0.043,0.18,0.37,87,1.4,7.1
1,3.31,20,0.34,12,0.9912,0.042,0.32,0.65,69,1.3,7
-1,2.94,26,0.3,9.3,0.9961,0.064,0.18,0.56,103,8.8,7.4
-1,3.27,21,0.28,9,0.9949,0.06,0.54,0.37,105,5.4,6.7
1,3.39,34,0.31,10.6,0.9929,0.053,0.22,0.77,114,1.4,6.8
1,3.21,51,0.34,9.2,0.9985,0.05,0.2,0.6,166,16,7.1
-1,3.17,47,0.2,10,0.9946,0.063,0.34,0.42,164,6.1,7.1
1,3.33,42,0.3,9.5,0.9966,0.047,0.22,0.46,207,8.2,7.3
-1,3.11,54,0.61,8.7,0.9974,0.045,0.43,0.45,155,11.8,7.1
1,3.12,52,0.62,8.7,0.9975,0.044,0.44,0.46,152,11.8,7.1
1,3.09,55,0.63,8.7,0.9974,0.044,0.39,0.44,156,11,7.2
1,3.22,69,0.31,9.7,0.9972,0.05,0.25,0.48,202,13.3,6.8
-1,3.11,54,0.61,8.7,0.9974,0.045,0.43,0.45,155,11.8,7.1
1,3.12,52,0.62,8.7,0.9975,0.044,0.44,0.46,152,11.8,7.1
1,3.09,55,0.63,8.7,0.9974,0.044,0.39,0.44,156,11,7.2
-1,3.12,65,0.43,9,0.9957,0.049,0.27,0.47,243,7.5,6.1
1,3.26,47,0.33,12.6,0.99,0.035,0.24,0.4,136,1.7,6.9
1,3.25,48,0.33,12.6,0.9899,0.034,0.21,0.41,136,1.8,6.9
1,3.21,51,0.32,11.5,0.9916,0.04,0.17,0.44,148,1.7,7.5
1,3.04,62,0.29,9.2,0.9969,0.044,0.26,0.42,240,12.4,7.1
1,3.14,26,0.66,8.8,0.9979,0.046,0.34,0.5,164,15.9,6
1,2.95,15,0.36,11.4,0.9913,0.034,0.265,0.36,80,1.2,8.6
-1,2.89,4,0.46,10.1,0.9956,0.038,0.36,0.3,83,10.5,9.8
1,3.14,26,0.66,8.8,0.9979,0.046,0.34,0.5,164,15.9,6
-1,3,52,0.37,9.1,0.9975,0.06,0.25,0.44,192,13.5,7.4
-1,3.4,64,0.32,9.4,0.9962,0.054,0.12,0.41,162,9.6,7.1
-1,3.34,55,0.24,9.4,0.997,0.05,0.21,0.39,164,12.1,6
-1,2.99,44,0.4,9,1,0.059,0.305,0.46,170,18.9,7.5
-1,3,52,0.37,9.1,0.9975,0.06,0.25,0.44,192,13.5,7.4
1,3.2,34,0.32,9.2,0.9974,0.051,0.13,0.35,109,14.4,7.3
-1,3.4,64,0.32,9.4,0.9962,0.054,0.12,0.41,162,9.6,7.1
1,3.16,60,0.35,9.1,0.999,0.04,0.23,0.59,171,16.5,7.1
1,3.16,60,0.35,9.1,0.999,0.04,0.23,0.59,171,16.5,7.1
-1,3.27,37,0.28,10.3,0.9927,0.051,0.33,0.6,187,1.3,6.9
1,2.89,64,0.54,8.8,0.9959,0.082,0.17,0.39,163,8.5,6.5
-1,3.04,45,0.46,8.9,1,0.052,0.27,0.52,255,18.75,7.2
-1,3.01,68,0.5,9.2,0.9982,0.056,0.31,0.47,195,13.3,7.2
-1,3.22,29,0.34,9.1,0.9968,0.049,0.41,0.51,150,9.2,6.7
-1,3.22,29,0.34,9.1,0.9968,0.049,0.41,0.51,150,9.2,6.7
-1,3.63,8,0,9.7,0.994,0.065,0.485,0.4,103,1.5,5.5
1,3.31,25,0.24,11.3,0.9914,0.041,0.31,0.44,143,3.3,6
1,3.19,16,0.4,11.8,0.9911,0.035,0.14,0.42,85,1.7,7
-1,3.01,68,0.5,9.2,0.9982,0.056,0.31,0.47,195,13.3,7.2
-1,3.04,57,0.48,9.2,0.9982,0.06,0.32,0.5,196,13.3,7.3
-1,3.22,21,0.04,10.2,0.9934,0.046,0.36,0.51,87,5.7,5.9
-1,3.01,42,0.32,8.8,0.9984,0.054,0.24,0.54,138,12.2,7.8
-1,3.29,31,0.31,9.7,0.9952,0.059,0.16,0.34,131,6.85,7.4
1,3.29,14,0.28,9.1,0.9952,0.058,0.19,0.36,146,5,6.9
1,3.21,40,0.47,9.8,0.9928,0.092,0.13,0.36,158,1.6,6.4
1,3.27,63,0.36,11,0.9912,0.026,0.19,0.48,143,1.1,6.7
-1,3.14,29,0.23,10.5,0.994,0.033,0.39,0.42,126,7,7.4
1,3.45,48,0.32,9.7,0.9958,0.038,0.24,0.54,203,7.6,6.5
1,3.3,47,0.56,10.9,0.9924,0.044,0.3,0.57,179,2.8,6.1
1,3.31,46,0.56,10.9,0.9924,0.046,0.3,0.57,184,2.7,6.1
-1,3.39,7,0.25,10.6,0.994,0.02,0.26,0.37,57,10.4,5.7
1,3.45,48,0.32,9.7,0.9958,0.038,0.24,0.54,203,7.6,6.5
-1,3.23,59,0.4,9,0.9979,0.038,0.425,0.57,241,13.1,6.5
-1,3.24,46,0.27,9.2,0.9982,0.035,0.24,0.51,188,15.8,6.6
-1,3.19,55,0.22,8.9,0.9961,0.034,0.27,0.52,203,8.1,6.8
-1,3.26,44,0.31,9.6,0.9979,0.036,0.27,0.56,179,15.7,6.7
1,3.12,36,0.4,10.7,0.992,0.027,0.23,0.38,121,1.2,8.2
-1,3.16,49,0.67,8.7,0.9975,0.045,0.37,0.44,155,10.5,7.1
1,3.15,30,0.36,10.8,0.9917,0.035,0.19,0.54,96,1.9,6.8
1,3.23,18,0.39,11.8,0.9923,0.029,0.28,0.52,79,1.9,8.1
-1,3.3,20,0.34,10.2,0.9927,0.045,0.31,0.43,77,2.2,6.3
-1,3.16,49,0.67,8.7,0.9975,0.045,0.37,0.44,155,10.5,7.1
1,3.21,38,0.4,10.8,0.992,0.039,0.21,0.54,107,1.2,7.9
1,3.18,24,0.41,9.7,0.9947,0.036,0.21,0.53,99,4.3,8.5
1,3.12,19,0.4,11.2,0.9921,0.037,0.2,0.54,87,2,8.1
1,3,37,0.37,10.9,0.9905,0.04,0.255,0.39,114,1.1,6.3
1,3.28,53,0.27,10.1,0.9918,0.044,0.16,0.37,168,1.4,5.6
-1,3.38,15,0.14,9,0.9951,0.058,0.595,0.36,97,5.2,6.4
1,3.38,19,0.33,12,0.9917,0.034,0.34,0.58,80,4.6,6.3
1,2.99,23,0.3,9.4,0.994,0.054,0.25,0.38,116,4.1,6.9
1,3.12,46,0.38,11.5,0.9934,0.043,0.22,0.32,152,8,7.9
1,3.14,58,0.46,9.9,0.9968,0.055,0.18,0.43,135,10.2,7.6
1,2.99,23,0.3,9.4,0.994,0.054,0.25,0.38,116,4.1,6.9
-1,3.14,41,0.41,10.4,0.9919,0.048,0.18,0.45,97,1.2,7.2
1,3.06,12,0.4,9.7,0.9966,0.049,0.23,0.84,76,7.5,8.2
1,2.89,48,0.42,8.9,0.9979,0.066,0.24,0.42,198,14,7.4
1,2.89,48,0.42,8.9,0.9979,0.066,0.24,0.42,198,14,7.4
1,3.29,38,0.24,12.4,0.9898,0.036,0.32,0.42,124,1.5,6.1
1,3.36,43,0.04,12.1,0.9894,0.036,0.44,0.33,119,1.4,5.2
1,3.36,43,0.04,12.1,0.9894,0.036,0.44,0.33,119,1.4,5.2
1,3.29,38,0.24,12.4,0.9898,0.036,0.32,0.42,124,1.5,6.1
-1,2.98,27,0.56,9.1,0.998,0.055,0.22,0.4,159,14.5,6.4
-1,3.28,14,0.3,10.6,0.9932,0.049,0.36,0.39,85,4.8,6.3
1,2.89,48,0.42,8.9,0.9979,0.066,0.24,0.42,198,14,7.4
-1,3.15,64,0.35,9.5,0.997,0.05,0.24,0.5,205,13.1,6.7
-1,3.16,72,0.36,9.8,0.9972,0.051,0.23,0.49,177,13,7
1,3.14,39,0.46,9.6,0.9974,0.048,0.27,0.59,197,8.7,8.4
1,3.08,25,0.18,12.6,0.9896,0.034,0.46,0.44,98,2.4,6.7
-1,3.08,20,0.31,9.3,0.9968,0.055,0.29,0.54,151,8.95,7.5
-1,2.87,5,0.48,10,0.9958,0.034,0.42,0.29,110,9.85,9.8
1,3.12,29,0.46,12.7,0.9906,0.066,0.3,0.54,133,1.5,7.1
1,3.13,17,0.45,11,0.9917,0.045,0.19,0.39,96,1.5,7.9
-1,3.03,4,0.37,11.4,0.9902,0.037,0.48,0.39,100,0.8,7.6
1,3.35,31,0.43,11.5,0.9918,0.038,0.22,0.33,130,4.55,6.3
-1,3.09,33,0.31,10.2,0.999,0.051,0.27,0.64,173,17.7,7.5
1,3.11,50,0.4,11.4,0.9927,0.04,0.23,0.27,151,7.5,6.9
-1,3.03,19,0.47,12.6,0.991,0.044,0.32,0.41,65,5.1,7.2
-1,3.28,57,0.3,9.4,0.9972,0.054,0.23,0.39,170,12.9,5.9
-1,3.11,9,0.07,8.7,0.9931,0.06,0.67,0.35,108,1.2,6
1,3.19,41,0.32,9.2,0.995,0.049,0.25,0.68,176,5.5,6.4
1,3.19,42,0.31,9.3,0.9951,0.048,0.33,0.66,173,5.5,6.4
-1,3.09,61,0.15,9.2,0.9936,0.053,0.34,0.43,183,1.2,7.1
-1,2.93,48,0.4,8.7,1.001,0.048,0.28,0.5,167,22,6.8
1,3.18,64,0.4,9.6,0.9979,0.05,0.27,0.58,227,14,6.9
-1,3.02,64,0.56,9.3,0.997,0.043,0.26,0.63,226,11.9,6.8
-1,3.02,66,0.56,9.3,0.9972,0.043,0.29,0.63,230,11.9,6.8
1,3.12,49,0.41,9.9,0.9954,0.04,0.24,0.61,166,9.4,6.7
-1,3.15,42,0.23,11,0.9924,0.038,0.3,0.5,119,4.2,5.9
1,3.26,26,0.35,12.7,0.9906,0.034,0.53,0.57,109,3.8,6.8
-1,3.09,54,0.28,8.9,0.9962,0.047,0.28,0.54,210,8.5,6.5
1,3.09,55,0.28,8.9,0.9962,0.052,0.28,0.55,211,8.5,6.6
-1,2.93,48,0.4,8.7,1.001,0.048,0.28,0.5,167,22,6.8
1,3.02,28,0.36,11.4,0.9928,0.045,0.28,0.37,123,8,6.8
-1,3.36,34,0.34,9.6,0.9942,0.055,0.15,0.42,125,5.1,6.6
-1,3.02,75,0.44,9.1,0.9942,0.2,0.29,0.41,181,3.6,6.4
1,3.02,76,0.45,9.1,0.9942,0.197,0.3,0.39,180,3.5,6.4
-1,3.01,75,0.44,9.1,0.9942,0.197,0.29,0.38,183,3.6,6.4
-1,3.13,54,0.24,8.9,0.9961,0.052,0.26,0.47,214,7.8,6.8
-1,3.1,52,0.24,8.8,0.998,0.05,0.32,0.49,204,13.1,7.1
-1,3.13,54,0.24,8.9,0.9961,0.052,0.26,0.47,214,7.8,6.8
-1,3.15,55,0.26,9.3,0.9984,0.049,0.27,0.5,196,16.1,6.8
-1,3.1,52,0.24,8.8,0.998,0.05,0.32,0.49,204,13.1,7.1
-1,3.2,53,0.32,9.6,0.9973,0.05,0.54,0.5,236,13.2,6.9
1,3.33,39,0.34,12,0.9949,0.034,0.26,0.53,134,13.9,6.8
-1,3.28,36,0.35,10.2,0.9924,0.053,0.28,0.5,114,2.3,5.8
-1,3.15,45,0.5,8.8,0.9972,0.042,0.21,0.43,153,11.6,6.4
-1,3.21,38,0.32,9.2,0.9958,0.045,0.16,0.34,126,8.3,7
-1,2.99,20,0.88,9.9,0.9968,0.049,0.44,0.51,124,6.2,10.2
-1,3.32,15,0.29,10.2,0.9938,0.04,0.57,0.74,77,2.2,6.8
1,3.22,23,0.31,9.5,0.993,0.048,0.4,0.77,170,0.9,6.1
-1,3.31,12,0.25,10.5,0.994,0.032,0.245,0.34,68,9.7,5.6
1,3.32,35,0.38,11.2,0.9918,0.038,0.18,0.59,111,1.4,6.8
-1,3.21,38,0.32,9.2,0.9958,0.045,0.16,0.34,126,8.3,7
1,3.44,31,0.29,9.7,0.9944,0.051,0.13,0.37,122,5.3,6.7
1,3.3,35,0.25,11.1,0.9912,0.03,0.25,0.44,105,1.4,6.2
-1,3.31,55,0.24,9.4,0.9961,0.044,0.26,0.38,152,9.2,5.8
-1,3.03,45,0.36,11,0.9939,0.036,0.27,0.33,164,7,7.5
-1,3.31,55,0.24,9.4,0.9961,0.044,0.26,0.38,152,9.2,5.8
-1,3.31,60,0.24,9.4,0.9989,0.044,0.28,0.44,167,17.5,5.7
-1,3.04,43,0.36,11,0.9938,0.036,0.23,0.32,161,7,7.5
-1,3.03,45,0.36,11,0.9939,0.036,0.27,0.33,164,7,7.5
1,3,33,0.21,9.1,0.9971,0.07,0.685,0.55,172,9.5,7.2
1,3.3,35,0.25,11.1,0.9912,0.03,0.25,0.44,105,1.4,6.2
1,3.42,33,0.3,9.1,0.9936,0.043,0.19,0.39,144,0.8,6.5
1,3.39,31,0.22,10.4,0.9929,0.046,0.495,0.54,140,1.8,6.3
-1,3.32,39,0.41,8.7,0.9998,0.046,0.24,0.39,145,17.8,7.1
1,3.5,41,0.32,9.7,0.9938,0.048,0.17,0.5,200,2.4,6.4
1,3.17,66,0.32,9.1,0.9969,0.041,0.25,0.52,272,10.3,7.1
1,3.5,41,0.32,9.7,0.9938,0.048,0.17,0.5,200,2.4,6.4
-1,3.32,39,0.41,8.7,0.9998,0.046,0.24,0.39,145,17.8,7.1
-1,3.37,26,0.08,8.9,0.9972,0.062,0.64,0.46,142,9.7,6.8
1,3.34,38,0.4,9.6,0.9976,0.041,0.28,0.51,194,7.8,8.3
1,3.31,49,0.39,9.5,0.9976,0.039,0.27,0.51,208,7.8,8.2
1,3.09,55,0.38,9,0.9979,0.058,0.23,0.44,194,14.3,7.2
1,3.09,55,0.38,9,0.9979,0.058,0.23,0.44,194,14.3,7.2
1,3.09,55,0.38,9,0.9979,0.058,0.23,0.44,194,14.3,7.2
1,3.09,55,0.38,9,0.9979,0.058,0.23,0.44,194,14.3,7.2
1,3.27,54,0.32,9.6,0.9972,0.044,0.52,0.5,221,13.2,6.8
1,3.34,40,0.59,11.1,0.9918,0.037,0.26,0.41,120,1.4,7
1,3.48,28,0.21,9.6,0.9982,0.039,0.25,0.64,159,15.55,6.2
-1,3.2,49,0.23,8.7,0.9985,0.05,0.32,0.46,197,13.7,7.3
-1,3.13,23,0.26,10.4,0.9944,0.031,0.31,0.5,90,7.8,7.7
1,3.15,23,0.37,11.4,0.9903,0.026,0.21,0.38,100,2.4,7.1
1,3.3,64.5,0.34,9.7,0.9934,0.047,0.24,0.58,218.5,2.7,6.8
-1,3.14,40,0.56,8.7,0.9975,0.043,0.4,0.46,142,11.2,6.9
1,3.37,20,0.36,11.3,0.9923,0.038,0.18,0.79,249.5,2,6.1
1,3.16,26,0.27,12.6,0.99,0.03,0.21,0.61,139,2.1,6.8
1,3.25,12,0.27,10.9,0.9905,0.031,0.2,0.36,77,1.4,5.8
1,3.25,12,0.26,10.9,0.9905,0.03,0.19,0.37,76,1.4,5.6
-1,3.38,18,0.14,10,0.996,0.037,0.41,0.45,119,10.4,6.1
-1,3.72,40,0.28,10,0.9964,0.053,0.21,0.7,199,4.6,5.9
-1,3.02,41,0.21,9.8,0.998,0.074,0.26,0.5,197,16.2,8.5
-1,3.14,40,0.56,8.7,0.9975,0.043,0.4,0.46,142,11.2,6.9
-1,3.53,5,0.44,11.7,0.9913,0.029,0.24,0.43,109,3.5,5.8
1,3.21,37,0.39,9.3,0.9932,0.054,0.24,0.52,158,1.5,5.8
1,3.32,45,0.39,9.6,0.9935,0.04,0.26,0.58,147,1.1,6.7
1,3.27,8,0.3,11,0.9927,0.035,0.35,0.41,97,5.7,6.3
1,3.27,8,0.3,11,0.9927,0.035,0.35,0.41,97,5.7,6.3
1,3.32,23,0.39,11.8,0.9912,0.032,0.23,0.5,118,1.8,6.4
-1,3.28,3,0.38,11.4,0.9904,0.037,0.36,0.34,75,0.9,5.8
1,3.32,36,0.35,10.2,0.9939,0.048,0.115,0.42,108,5.4,6.9
-1,2.93,36,0.4,8.9,0.9996,0.043,0.29,0.47,156,19.45,6.9
-1,3.17,15,0.4,10.2,0.9944,0.036,0.28,0.33,95,8.2,6.9
1,3.08,66,0.4,9.6,0.9977,0.045,0.29,0.59,231,13.6,7.2
1,3.1,22,0.35,10.6,0.9912,0.038,0.24,0.48,167,1.2,6.2
-1,2.93,36,0.4,8.9,0.9996,0.043,0.29,0.47,156,19.45,6.9
1,3.25,32,0.26,9.2,0.9965,0.053,0.32,0.51,180,8.3,6.9
-1,3.34,34,0.07,9.7,0.9944,0.043,0.58,0.57,149,6.9,5.3
1,3.34,34,0.07,9.7,0.9945,0.044,0.585,0.57,145,7.1,5.3
1,3.34,36,0.07,9.7,0.9944,0.045,0.59,0.57,147,7,5.4
1,3.25,32,0.26,9.2,0.9965,0.053,0.32,0.51,180,8.3,6.9
-1,3.33,33,0.07,9.7,0.9944,0.044,0.6,0.58,147,7,5.2
-1,3.29,44,0.26,9.3,0.9972,0.051,0.25,0.38,148,13.1,5.8
-1,3.24,30,0.3,9,0.9949,0.057,0.58,0.38,123,5.1,6.6
-1,3.05,59,0.54,9.5,0.9966,0.046,0.29,0.61,234,10.7,7
1,3.14,51,0.41,9.8,0.9954,0.046,0.19,0.57,169,8.9,6.6
1,3.14,50,0.41,9.8,0.9954,0.044,0.2,0.58,166,9.1,6.7
-1,2.89,9,0.4,10.6,0.9915,0.042,0.26,0.5,60,1.1,7.7
-1,3.05,14,0.34,10.6,0.9919,0.044,0.32,0.47,67,1.2,6.8
1,3.26,17,0.49,12.4,0.9916,0.036,0.3,0.68,105,4.7,7
1,3.19,22,0.36,12.6,0.99,0.034,0.24,0.38,112,2.8,7
1,3.3,36,0.58,12.3,0.9909,0.039,0.31,0.6,114,5,6.1
-1,3.08,46,0.37,10.5,0.9938,0.047,0.44,0.65,201,5.1,6.8
-1,3.19,51,0.3,9.3,0.9982,0.054,0.34,0.49,196,15.6,6.7
-1,3.12,46,0.24,8.8,0.9988,0.055,0.35,0.49,198,15.4,7.1
-1,3.08,47,0.25,8.8,0.9961,0.056,0.32,0.47,180,7.2,7.3
1,3.22,51,0.33,9.7,0.9978,0.053,0.28,0.51,190,15.7,6.5
1,2.98,49,0.39,9,0.9979,0.058,0.23,0.48,192,14.2,7.2
1,2.98,49,0.39,9,0.9979,0.058,0.23,0.48,192,14.2,7.2
1,2.98,49,0.39,9,0.9979,0.058,0.23,0.48,192,14.2,7.2
1,2.98,49,0.39,9,0.9979,0.058,0.23,0.48,192,14.2,7.2
1,3.52,53,0.31,10.5,0.9945,0.041,0.15,0.46,155,5.8,5.9
-1,2.96,53,0.42,9.1,1,0.066,0.28,0.44,195,19.8,7.4
1,3.44,26,0.22,9.8,0.9957,0.041,0.28,0.64,157,7.3,6.2
-1,3.23,34,0.38,8.5,0.9968,0.066,0.59,0.38,182,1.6,9.1
1,3.37,34,0.27,9.4,0.9934,0.046,0.33,0.54,175,1.2,6.3
-1,3.09,33,0.7,9.4,0.9976,0.045,0.39,0.57,169,10.6,8.3
1,3.19,82,0.46,11.2,0.9932,0.041,0.19,0.6,187,3.8,7.2
1,3.17,65,0.44,10,0.997,0.046,0.17,0.45,146,11.3,7.5
1,3.15,27,0.5,10.3,0.9923,0.043,0.17,0.45,122,2.1,6.7
1,3.27,36,0,10.8,0.9914,0.063,0.41,0.67,87,1.6,6.1
1,3.13,12,0.35,10.5,0.992,0.05,0.2,0.38,74,0.9,8.3
1,3.27,36,0,10.8,0.9914,0.063,0.41,0.67,87,1.6,6.1
1,3.32,42,0.21,11.1,0.9914,0.055,0.29,0.43,168,1.3,6
1,3.2,41,0.24,9.9,0.9949,0.057,0.41,0.41,163,6.8,7.3
1,3.2,41,0.24,9.9,0.9949,0.057,0.41,0.41,163,6.8,7.3
-1,3.2,40,0.24,9.9,0.995,0.058,0.43,0.41,163,6.7,7.2
1,3.2,41,0.24,9.9,0.995,0.058,0.4,0.41,166,6.7,7.3
1,3.2,30,0.27,10.4,0.9927,0.036,0.33,0.42,134,4.9,6.2
1,3.21,36,0.26,10.4,0.9928,0.037,0.31,0.41,148,4.8,6.2
1,3.4,16,0.27,11.5,0.9917,0.035,0.36,0.71,100,2.1,6.1
1,3.53,35,0.14,12.5,0.9918,0.032,0.55,0.51,164,8.3,5
1,3.36,37,0.41,10,0.9954,0.042,0.25,0.45,149,3.7,7.8
1,3.29,51,0.21,10,0.9941,0.038,0.36,0.63,166,6.7,5.7
-1,3.29,50,0.21,10,0.9941,0.04,0.34,0.62,167,6.6,5.8
1,3.09,42,0.6,9.1,0.9934,0.132,0.28,0.44,127,1.1,6.8
1,3.21,34,0.34,10.6,0.9927,0.031,0.25,0.38,134,4.7,6.8
-1,3.19,36,0.35,10.5,0.9938,0.031,0.24,0.37,135,7.7,6.6
1,3.52,19,0.47,11.5,0.9933,0.03,0.3,0.43,133,7.85,5.9
1,3.54,10,0.25,10.1,0.9934,0.04,0.125,0.59,69,3.3,6.1
1,3.61,15,0.24,10.3,0.9927,0.041,0.1,0.61,65,1.1,6
-1,3.19,36,0.35,10.5,0.9938,0.031,0.24,0.37,135,7.7,6.6
1,3.21,34,0.34,10.6,0.9927,0.031,0.25,0.38,134,4.7,6.8
1,3.16,35,0.44,10.4,0.9946,0.031,0.28,0.36,137,9.3,6.8
-1,3.02,11,0.51,11.4,0.993,0.046,0.41,0.55,207,2,8.3
-1,3.18,131,0.31,10.5,0.9946,0.057,0.27,0.59,313,5.8,7.5
1,2.96,38,0.41,10,0.9976,0.04,0.26,0.6,216,15.15,7.9
1,3.19,37,0.23,10,0.9944,0.039,0.34,0.65,143,6.3,6.4
